contestId,index,name,points,rating,tags,type
724,B,Batch Sort,1000.0,1500.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
748,B,Santa Claus and Keyboard Check,1000.0,1500.0,"['implementation', 'strings']",PROGRAMMING
770,A,New Password,500.0,1500.0,['implementation'],PROGRAMMING
809,A,Do you want a date?,500.0,1500.0,"['implementation', 'math', 'sortings']",PROGRAMMING
81,A,Plug-in,500.0,1500.0,['implementation'],PROGRAMMING
144,C,Anagram Search,1500.0,1500.0,"['implementation', 'strings']",PROGRAMMING
29,B,Traffic Lights,1000.0,1500.0,['implementation'],PROGRAMMING
24,B,F1 Champions,,1500.0,['implementation'],PROGRAMMING
130,B,Gnikool Ssalg,,1500.0,"['*special', 'implementation', 'strings']",PROGRAMMING
72,I,Goofy Numbers,,1500.0,"['*special', 'implementation']",PROGRAMMING
79,B,Colorful Field,1000.0,1500.0,"['implementation', 'sortings']",PROGRAMMING
75,B,Facetook Priority Wall,1000.0,1500.0,"['expression parsing', 'implementation', 'strings']",PROGRAMMING
88,B,Keyboard,1000.0,1500.0,['implementation'],PROGRAMMING
8,B,Obsession with Robots,,1500.0,"['constructive algorithms', 'graphs', 'implementation']",PROGRAMMING
45,A,Codecraft III,,1500.0,['implementation'],PROGRAMMING
9,B,Running Student,,1500.0,"['brute force', 'geometry', 'implementation']",PROGRAMMING
9,C,Hexadecimal's Numbers,,1500.0,"['brute force', 'implementation', 'math']",PROGRAMMING
87,A,Trains,500.0,1500.0,"['implementation', 'math']",PROGRAMMING
42,A,Guilty --- to the kitchen!,500.0,1500.0,"['greedy', 'implementation']",PROGRAMMING
1141,D,Colored Boots,,1500.0,"['greedy', 'implementation']",PROGRAMMING
165,B,Burning Midnight Oil,1000.0,1500.0,"['binary search', 'implementation']",PROGRAMMING
864,C,Bus,1500.0,1500.0,"['greedy', 'implementation', 'math']",PROGRAMMING
847,A,Union of Doubly Linked Lists,,1500.0,['implementation'],PROGRAMMING
846,A,Curriculum Vitae,,1500.0,"['brute force', 'implementation']",PROGRAMMING
817,B,Makes And The Product,,1500.0,"['combinatorics', 'implementation', 'math', 'sortings']",PROGRAMMING
995,B,Suit and Tie,750.0,1500.0,"['greedy', 'implementation', 'math']",PROGRAMMING
858,C,Did you mean...,1500.0,1500.0,"['dp', 'greedy', 'implementation']",PROGRAMMING
990,C,Bracket Sequences Concatenation Problem,,1500.0,['implementation'],PROGRAMMING
518,B,Tanya and Postcard,1000.0,1500.0,"['implementation', 'strings']",PROGRAMMING
386,B,"Fly, freebies, fly!",1000.0,1500.0,"['binary search', 'brute force', 'implementation']",PROGRAMMING
384,B,Multitasking,1000.0,1500.0,"['greedy', 'implementation', 'sortings', 'two pointers']",PROGRAMMING
400,C,Inna and Huge Candy Matrix,1500.0,1500.0,"['implementation', 'math']",PROGRAMMING
599,B,Spongebob and Joke,1000.0,1500.0,['implementation'],PROGRAMMING
569,A,Music,500.0,1500.0,"['implementation', 'math']",PROGRAMMING
557,B,Pasha and Tea,1000.0,1500.0,"['implementation', 'sortings']",PROGRAMMING
555,A,Case of Matryoshkas,250.0,1500.0,['implementation'],PROGRAMMING
550,A,Two Substrings,1000.0,1500.0,"['brute force', 'dp', 'implementation', 'strings']",PROGRAMMING
538,A,Cutting Banner,500.0,1500.0,"['brute force', 'implementation']",PROGRAMMING
526,B,Om Nom and Dark Park,500.0,1500.0,"['dfs and similar', 'greedy', 'implementation']",PROGRAMMING
148,B,Escape,1000.0,1500.0,"['implementation', 'math']",PROGRAMMING
174,B,File List,1000.0,1500.0,"['dp', 'greedy', 'implementation']",PROGRAMMING
490,B,Queue,1000.0,1500.0,"['dsu', 'implementation']",PROGRAMMING
460,B,Little Dima and Equation,1000.0,1500.0,"['brute force', 'implementation', 'math', 'number theory']",PROGRAMMING
443,B,Kolya and Tandem Repeat,1000.0,1500.0,"['brute force', 'implementation', 'strings']",PROGRAMMING
441,C,Valera and Tubes ,1500.0,1500.0,"['constructive algorithms', 'dfs and similar', 'implementation']",PROGRAMMING
437,B,The Child and Set,1500.0,1500.0,"['bitmasks', 'greedy', 'implementation', 'sortings']",PROGRAMMING
417,C,Football,1500.0,1500.0,"['constructive algorithms', 'graphs', 'implementation']",PROGRAMMING
417,A,Elimination,500.0,1500.0,"['dp', 'implementation', 'math']",PROGRAMMING
404,B,Marathon,1000.0,1500.0,"['implementation', 'math']",PROGRAMMING
493,B,Vasya and Wrestling,1000.0,1500.0,['implementation'],PROGRAMMING
978,F,Mentors,,1500.0,"['binary search', 'data structures', 'implementation']",PROGRAMMING
369,B,Valera and Contest,1000.0,1500.0,"['constructive algorithms', 'implementation', 'math']",PROGRAMMING
496,B,Secret Combination,1000.0,1500.0,"['brute force', 'constructive algorithms', 'implementation']",PROGRAMMING
188,E,HQ9+,,1500.0,"['*special', 'implementation']",PROGRAMMING
325,A,Square and Rectangles,500.0,1500.0,['implementation'],PROGRAMMING
978,D,Almost Arithmetic Progression,,1500.0,"['brute force', 'implementation', 'math']",PROGRAMMING
219,B,Special Offer! Super Price 999 Bourles!,1000.0,1500.0,['implementation'],PROGRAMMING
976,C,Nested Segments,,1500.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
908,C,New Year and Curling,1000.0,1500.0,"['brute force', 'geometry', 'implementation', 'math']",PROGRAMMING
875,B,Sorting the Coins,1000.0,1500.0,"['dsu', 'implementation', 'sortings', 'two pointers']",PROGRAMMING
614,A,Link/Cut Tree,500.0,1500.0,"['brute force', 'implementation']",PROGRAMMING
609,C,Load Balancing,,1500.0,"['implementation', 'math']",PROGRAMMING
367,A,Sereja and Algorithm ,500.0,1500.0,"['data structures', 'implementation']",PROGRAMMING
342,B,Xenia and Spies,1000.0,1500.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
332,B,Maximum Absurdity,1000.0,1500.0,"['data structures', 'dp', 'implementation']",PROGRAMMING
611,C,New Year and Domino,1250.0,1500.0,"['dp', 'implementation']",PROGRAMMING
295,A,Greg and Array,500.0,1500.0,"['data structures', 'implementation']",PROGRAMMING
224,B,Array,1000.0,1500.0,"['bitmasks', 'implementation', 'two pointers']",PROGRAMMING
290,B,QR code,,1500.0,"['*special', 'implementation']",PROGRAMMING
272,C,Dima and Staircase,1500.0,1500.0,"['data structures', 'implementation']",PROGRAMMING
271,C,Secret,1500.0,1500.0,"['constructive algorithms', 'implementation']",PROGRAMMING
268,C,Beautiful Sets of Points,1500.0,1500.0,"['constructive algorithms', 'implementation']",PROGRAMMING
254,B,Jury Size,1000.0,1500.0,"['brute force', 'implementation']",PROGRAMMING
250,B,Restoring IPv6,1000.0,1500.0,"['implementation', 'strings']",PROGRAMMING
239,B,Easy Tape Programming,1000.0,1500.0,"['brute force', 'implementation']",PROGRAMMING
237,B,Young Table,1000.0,1500.0,"['implementation', 'sortings']",PROGRAMMING
12,B,Correct Solution?,,1400.0,"['implementation', 'sortings']",PROGRAMMING
579,B,Finding Team Member,500.0,1400.0,"['brute force', 'implementation', 'sortings']",PROGRAMMING
220,A,Little Elephant and Problem,500.0,1400.0,"['implementation', 'sortings']",PROGRAMMING
1062,A,A Prank,500.0,1400.0,"['greedy', 'implementation']",PROGRAMMING
203,B,Game on Paper,1000.0,1400.0,"['brute force', 'implementation']",PROGRAMMING
1097,C,Yuhao and a Parenthesis,1500.0,1400.0,"['greedy', 'implementation']",PROGRAMMING
188,C,LCM,,1400.0,"['*special', 'implementation', 'math']",PROGRAMMING
581,C,Developing Skills,1500.0,1400.0,"['implementation', 'math', 'sortings']",PROGRAMMING
175,A,Robot Bicorn Attack,500.0,1400.0,"['brute force', 'implementation']",PROGRAMMING
188,D,Asterisks,,1400.0,"['*special', 'implementation']",PROGRAMMING
6,B,President's Office,,1400.0,['implementation'],PROGRAMMING
188,B,A + Reverse B,,1400.0,"['*special', 'implementation']",PROGRAMMING
182,D,Common Divisors,1000.0,1400.0,"['brute force', 'hashing', 'implementation', 'math', 'strings']",PROGRAMMING
135,A,Replacement,500.0,1400.0,"['implementation', 'sortings']",PROGRAMMING
1103,A,Grid game,500.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
475,B,Strongly Connected City,1000.0,1400.0,"['brute force', 'dfs and similar', 'graphs', 'implementation']",PROGRAMMING
5,B,Center Alignment,,1400.0,"['implementation', 'strings']",PROGRAMMING
228,B,Two Tables,1000.0,1400.0,"['brute force', 'implementation']",PROGRAMMING
1054,C,Candies Distribution,1250.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
1066,C,Books Queries,,1400.0,['implementation'],PROGRAMMING
573,A,Bear and Poker,500.0,1400.0,"['implementation', 'number theory']",PROGRAMMING
572,B,Order Book,1000.0,1400.0,"['data structures', 'greedy', 'implementation', 'sortings']",PROGRAMMING
12,C,Fruits,,1400.0,"['implementation', 'sortings']",PROGRAMMING
1051,C,Vasya and Multisets,,1400.0,"['brute force', 'dp', 'greedy', 'implementation', 'math']",PROGRAMMING
614,B,Gena's Code,1000.0,1400.0,['implementation'],PROGRAMMING
245,E,Mishap in Club,,1400.0,"['greedy', 'implementation']",PROGRAMMING
634,A,Island Puzzle,500.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
652,A,Gabriel and Caterpillar,,1400.0,['implementation'],PROGRAMMING
14,B,Young Photographer,,1400.0,['implementation'],PROGRAMMING
962,C,Make a Square,,1400.0,"['brute force', 'implementation', 'math']",PROGRAMMING
162,A,Pentagonal numbers,,1400.0,"['*special', 'implementation']",PROGRAMMING
15,A,Cottage Village,,1400.0,"['implementation', 'sortings']",PROGRAMMING
57,A,Square Earth?,500.0,1400.0,"['dfs and similar', 'greedy', 'implementation']",PROGRAMMING
260,A,Adding Digits,500.0,1400.0,"['implementation', 'math']",PROGRAMMING
331,A1,Oh Sweet Beaverette,30.0,1400.0,"['brute force', 'implementation']",PROGRAMMING
1005,C,Summarize to the Power of Two,,1400.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
257,B,Playing Cubes,500.0,1400.0,"['games', 'greedy', 'implementation']",PROGRAMMING
152,B,Steps,1000.0,1400.0,"['binary search', 'implementation']",PROGRAMMING
264,A,Escape from Stones,500.0,1400.0,"['constructive algorithms', 'data structures', 'implementation', 'two pointers']",PROGRAMMING
1004,C,Sonya and Robots,1500.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
1004,B,Sonya and Exhibition,1000.0,1400.0,"['constructive algorithms', 'greedy', 'implementation', 'math']",PROGRAMMING
270,B,Multithreading,1500.0,1400.0,"['data structures', 'greedy', 'implementation']",PROGRAMMING
272,B,Dima and Sequence,1000.0,1400.0,"['implementation', 'math']",PROGRAMMING
558,B,Amr and The Large Array,1000.0,1400.0,['implementation'],PROGRAMMING
279,A,Point on Spiral,500.0,1400.0,"['brute force', 'geometry', 'implementation']",PROGRAMMING
279,B,Books,1000.0,1400.0,"['binary search', 'brute force', 'implementation', 'two pointers']",PROGRAMMING
284,A,Cows and Primitive Roots,500.0,1400.0,"['implementation', 'math', 'number theory']",PROGRAMMING
175,B,Plane of Tanks: Pro,500.0,1400.0,['implementation'],PROGRAMMING
18,C,Stripe,,1400.0,"['data structures', 'implementation']",PROGRAMMING
290,A,Mysterious strings,,1400.0,"['*special', 'implementation']",PROGRAMMING
994,B,Knights of a Polygonal Table,1000.0,1400.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
289,B,Polo the Penguin and Matrix,1000.0,1400.0,"['brute force', 'dp', 'implementation', 'sortings', 'ternary search']",PROGRAMMING
124,B,Permutations,1000.0,1400.0,"['brute force', 'combinatorics', 'implementation']",PROGRAMMING
19,A,World Football Cup,,1400.0,['implementation'],PROGRAMMING
988,C,Equal Sums,,1400.0,"['implementation', 'sortings']",PROGRAMMING
987,C,Three displays,1250.0,1400.0,"['brute force', 'dp', 'implementation']",PROGRAMMING
981,C,Useful Decomposition,1250.0,1400.0,"['implementation', 'trees']",PROGRAMMING
303,A,Lucky Permutation Triple,500.0,1400.0,"['constructive algorithms', 'implementation', 'math']",PROGRAMMING
304,B,Calendar,1000.0,1400.0,"['brute force', 'implementation']",PROGRAMMING
311,A,The Closest Pair,500.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
313,C,Ilya and Matrix,1500.0,1400.0,"['constructive algorithms', 'greedy', 'implementation', 'sortings']",PROGRAMMING
602,B,Approximating a Constant Range,1000.0,1400.0,"['dp', 'implementation', 'two pointers']",PROGRAMMING
641,B,Little Artem and Matrix,750.0,1400.0,['implementation'],PROGRAMMING
954,B,String Typing,,1400.0,"['implementation', 'strings']",PROGRAMMING
100,C,A+B,,1400.0,"['*special', 'implementation']",PROGRAMMING
71,B,Progress Bar,1000.0,1400.0,"['implementation', 'math']",PROGRAMMING
34,C,Page Numbers,1500.0,1400.0,"['expression parsing', 'implementation', 'sortings', 'strings']",PROGRAMMING
514,B,Han Solo and Lazer Gun,1000.0,1400.0,"['brute force', 'data structures', 'geometry', 'implementation', 'math']",PROGRAMMING
357,B,Flag Day,1000.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
922,A,Cloning Toys,500.0,1400.0,['implementation'],PROGRAMMING
545,D,Queue,1750.0,1400.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
955,B,Not simply beatiful strings,1000.0,1400.0,['implementation'],PROGRAMMING
358,A,Dima and Continuous Line,500.0,1400.0,"['brute force', 'implementation']",PROGRAMMING
924,A,Mystical Mosaic,500.0,1400.0,"['greedy', 'implementation']",PROGRAMMING
697,B,Barnicle,1000.0,1400.0,['implementation'],PROGRAMMING
548,B,Mike and Fun,1000.0,1400.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
117,A,Elevator,500.0,1400.0,"['implementation', 'math']",PROGRAMMING
961,C,Chessboard,,1400.0,"['bitmasks', 'brute force', 'implementation']",PROGRAMMING
121,A,Lucky Sum,500.0,1400.0,['implementation'],PROGRAMMING
56,B,Spoilt Permutation,1000.0,1400.0,['implementation'],PROGRAMMING
36,A,Extra-terrestrial Intelligence,500.0,1400.0,['implementation'],PROGRAMMING
363,C,Fixing Typos,1500.0,1400.0,"['greedy', 'implementation']",PROGRAMMING
66,A,Petya and Java,500.0,1400.0,"['implementation', 'strings']",PROGRAMMING
888,C,K-Dominant Character,,1400.0,"['binary search', 'implementation', 'two pointers']",PROGRAMMING
689,A,Mike and Cellphone,500.0,1400.0,"['brute force', 'constructive algorithms', 'implementation']",PROGRAMMING
538,B,Quasi Binary,1000.0,1400.0,"['constructive algorithms', 'dp', 'greedy', 'implementation']",PROGRAMMING
673,B,Problems for Round,750.0,1400.0,"['greedy', 'implementation']",PROGRAMMING
898,C,Phone Numbers,1500.0,1400.0,"['implementation', 'strings']",PROGRAMMING
598,B,Queries on a String,,1400.0,"['implementation', 'strings']",PROGRAMMING
677,B,Vanya and Food Processor,1000.0,1400.0,"['implementation', 'math']",PROGRAMMING
520,B,Two Buttons,1000.0,1400.0,"['dfs and similar', 'graphs', 'greedy', 'implementation', 'math', 'shortest paths']",PROGRAMMING
544,B,Sea and Islands,1000.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
907,B,Tic-Tac-Toe,1000.0,1400.0,['implementation'],PROGRAMMING
907,A,Masha and Bears,500.0,1400.0,"['brute force', 'implementation']",PROGRAMMING
416,A,Guess a number!,500.0,1400.0,"['greedy', 'implementation', 'two pointers']",PROGRAMMING
670,D1,Magic Powder - 1,1000.0,1400.0,"['binary search', 'brute force', 'implementation']",PROGRAMMING
436,B,Om Nom and Spiders,1000.0,1400.0,"['implementation', 'math']",PROGRAMMING
441,B,Valera and Fruits,1000.0,1400.0,"['greedy', 'implementation']",PROGRAMMING
670,C,Cinema,1000.0,1400.0,"['implementation', 'sortings']",PROGRAMMING
868,B,Race Against Time,500.0,1400.0,['implementation'],PROGRAMMING
699,B,One Bomb,1000.0,1400.0,['implementation'],PROGRAMMING
745,B,Hongcow Solves A Puzzle,1000.0,1400.0,['implementation'],PROGRAMMING
99,B,Help Chef Gerasim,1000.0,1400.0,"['implementation', 'sortings']",PROGRAMMING
703,B,Mishka and trip,1000.0,1400.0,"['implementation', 'math']",PROGRAMMING
41,C,Email address,1500.0,1400.0,"['expression parsing', 'implementation']",PROGRAMMING
843,A,Sorting by Subsequences,500.0,1400.0,"['dfs and similar', 'dsu', 'implementation', 'math', 'sortings']",PROGRAMMING
816,B,Karen and Coffee,1000.0,1400.0,"['binary search', 'data structures', 'implementation']",PROGRAMMING
493,A,Vasya and Football,500.0,1400.0,['implementation'],PROGRAMMING
437,A,The Child and Homework,500.0,1400.0,['implementation'],PROGRAMMING
94,B,Friends,1000.0,1400.0,"['implementation', 'math']",PROGRAMMING
401,C,Team,1500.0,1400.0,"['constructive algorithms', 'greedy', 'implementation']",PROGRAMMING
417,B,Crash,1000.0,1400.0,['implementation'],PROGRAMMING
799,B,T-shirt buying,1000.0,1400.0,"['data structures', 'implementation']",PROGRAMMING
730,H,Delete Them,,1400.0,['implementation'],PROGRAMMING
448,B,Suffix Structures,1000.0,1400.0,"['implementation', 'strings']",PROGRAMMING
747,C,Servers,1500.0,1400.0,['implementation'],PROGRAMMING
485,A,Factory,1000.0,1400.0,"['implementation', 'math', 'matrices']",PROGRAMMING
470,A,Crystal Ball Sequence,,1400.0,"['*special', 'implementation']",PROGRAMMING
486,B,OR in Matrix,1000.0,1400.0,"['greedy', 'hashing', 'implementation']",PROGRAMMING
479,B,Towers,1000.0,1400.0,"['brute force', 'greedy', 'implementation', 'sortings']",PROGRAMMING
489,C,Given Length and Sum of Digits...,1500.0,1400.0,"['dp', 'greedy', 'implementation']",PROGRAMMING
797,B,Odd sum,,1400.0,"['dp', 'greedy', 'implementation']",PROGRAMMING
804,B,Minimum number of steps,1000.0,1400.0,"['combinatorics', 'greedy', 'implementation', 'math']",PROGRAMMING
85,A,Domino,500.0,1400.0,"['constructive algorithms', 'implementation']",PROGRAMMING
450,B,Jzzhu and Sequences,1000.0,1400.0,"['implementation', 'math']",PROGRAMMING
965,B,Battleship,1000.0,1300.0,['implementation'],PROGRAMMING
54,A,Presents,500.0,1300.0,['implementation'],PROGRAMMING
962,B,Students in Railway Carriage,,1300.0,"['constructive algorithms', 'greedy', 'implementation']",PROGRAMMING
962,A,Equator,,1300.0,['implementation'],PROGRAMMING
961,B,Lecture Sleep,,1300.0,"['data structures', 'dp', 'implementation', 'two pointers']",PROGRAMMING
957,A,Tritonic Iridescence,500.0,1300.0,['implementation'],PROGRAMMING
740,A,Alyona and copybooks,500.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
145,A,Lucky Conversion,500.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
729,B,Spotlights,1000.0,1300.0,"['dp', 'implementation']",PROGRAMMING
660,A,Co-prime Array,,1300.0,"['greedy', 'implementation']",PROGRAMMING
55,A,Flea travel,500.0,1300.0,"['implementation', 'math']",PROGRAMMING
611,B,New Year and Old Property,750.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
631,B,Print Check,1000.0,1300.0,"['constructive algorithms', 'implementation']",PROGRAMMING
51,A,Cheaterius's Problem,500.0,1300.0,['implementation'],PROGRAMMING
60,A,Where Are My Flakes?,500.0,1300.0,"['implementation', 'two pointers']",PROGRAMMING
64,A,Factorial,,1300.0,"['*special', 'implementation']",PROGRAMMING
722,A,Broken Clock,500.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
625,C,K-special Tables,1000.0,1300.0,"['constructive algorithms', 'implementation']",PROGRAMMING
612,A,The Text Splitting,,1300.0,"['brute force', 'implementation', 'strings']",PROGRAMMING
610,B,Vika and Squares,1000.0,1300.0,['implementation'],PROGRAMMING
48,B,Land Lot,,1300.0,"['brute force', 'implementation']",PROGRAMMING
982,B,Bus of Characters,1000.0,1300.0,"['data structures', 'greedy', 'implementation']",PROGRAMMING
976,B,Lara Croft and the New Game,,1300.0,"['implementation', 'math']",PROGRAMMING
16,B,Burglar and Matches,,1300.0,"['greedy', 'implementation', 'sortings']",PROGRAMMING
112,B,Petya and Square,1000.0,1300.0,"['implementation', 'math']",PROGRAMMING
100,A,Carpeting the Room,,1300.0,"['*special', 'implementation']",PROGRAMMING
426,B,Sereja and Mirroring,1000.0,1300.0,['implementation'],PROGRAMMING
285,B,Find Marble,1000.0,1300.0,['implementation'],PROGRAMMING
526,A,King of Thieves,500.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
347,A,Difference Row,500.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
463,A,Caisa and Sugar,500.0,1300.0,['implementation'],PROGRAMMING
131,B,Opposites Attract,1000.0,1300.0,"['implementation', 'math']",PROGRAMMING
413,B,Spyke Chatting,1000.0,1300.0,['implementation'],PROGRAMMING
459,B,Pashmak and Flowers,500.0,1300.0,"['combinatorics', 'implementation', 'sortings']",PROGRAMMING
469,B,Chat Online,1000.0,1300.0,['implementation'],PROGRAMMING
412,C,Pattern,1500.0,1300.0,"['implementation', 'strings']",PROGRAMMING
474,B,Worms,1000.0,1300.0,"['binary search', 'implementation']",PROGRAMMING
134,A,Average Numbers,500.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
236,B,Easy Number Challenge,1000.0,1300.0,"['implementation', 'number theory']",PROGRAMMING
475,A,Bayan Bus,500.0,1300.0,['implementation'],PROGRAMMING
416,B,Art Union,1000.0,1300.0,"['brute force', 'dp', 'implementation']",PROGRAMMING
489,A,SwapSort,500.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
454,B,Little Pony and Sort by Shift,1000.0,1300.0,['implementation'],PROGRAMMING
312,A,Whose sentence is it?,500.0,1300.0,['implementation'],PROGRAMMING
132,A,Turing Tape,500.0,1300.0,['implementation'],PROGRAMMING
318,B,Strings of Power,500.0,1300.0,"['implementation', 'strings', 'two pointers']",PROGRAMMING
451,B,Sort the Array,1000.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
125,B,Simple XML,1500.0,1300.0,['implementation'],PROGRAMMING
400,B,Inna and New Matrix of Candies,1000.0,1300.0,"['brute force', 'implementation', 'schedules']",PROGRAMMING
332,A,Down the Hatch!,500.0,1300.0,['implementation'],PROGRAMMING
298,A,Snow Footprints,500.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
146,B,Lucky Mask,1000.0,1300.0,"['brute force', 'implementation']",PROGRAMMING
151,B,Phone Numbers,1000.0,1300.0,"['implementation', 'strings']",PROGRAMMING
144,B,Meeting,1000.0,1300.0,['implementation'],PROGRAMMING
1003,C,Intense Heat,,1300.0,"['brute force', 'implementation', 'math']",PROGRAMMING
130,A,Hexagonal numbers,,1300.0,"['*special', 'implementation']",PROGRAMMING
221,B,Little Elephant and Numbers,1000.0,1300.0,['implementation'],PROGRAMMING
546,B,Soldier and Badges,1000.0,1300.0,"['brute force', 'greedy', 'implementation', 'sortings']",PROGRAMMING
552,B,Vanya and Books,1000.0,1300.0,"['implementation', 'math']",PROGRAMMING
69,B,Bets,1000.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
350,A,TL,500.0,1300.0,"['brute force', 'greedy', 'implementation']",PROGRAMMING
216,A,Tiling with Hexagons,500.0,1300.0,"['implementation', 'math']",PROGRAMMING
378,B,Semifinals,1000.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
352,B,Jeff and Periods,1000.0,1300.0,"['implementation', 'sortings']",PROGRAMMING
376,B,I.O.U.,1000.0,1300.0,['implementation'],PROGRAMMING
560,B,Gerald is into Art,1000.0,1300.0,"['constructive algorithms', 'implementation']",PROGRAMMING
353,A,Domino,500.0,1300.0,"['implementation', 'math']",PROGRAMMING
567,B,Berland National Library,1000.0,1300.0,['implementation'],PROGRAMMING
195,B,After Training,1000.0,1300.0,"['data structures', 'implementation', 'math']",PROGRAMMING
192,A,Funky Numbers,500.0,1300.0,"['binary search', 'brute force', 'implementation']",PROGRAMMING
147,A,Punctuation,500.0,1300.0,"['implementation', 'strings']",PROGRAMMING
570,B,Simple Game,1000.0,1300.0,"['constructive algorithms', 'games', 'greedy', 'implementation', 'math']",PROGRAMMING
370,B,Berland Bingo,500.0,1300.0,['implementation'],PROGRAMMING
180,F,Mathematical Analysis Rocks!,,1300.0,"['constructive algorithms', 'implementation', 'math']",PROGRAMMING
586,B,Laurenty and Shop,1000.0,1300.0,['implementation'],PROGRAMMING
173,A,Rock-Paper-Scissors,500.0,1300.0,"['implementation', 'math']",PROGRAMMING
116,B,Little Pigs and Wolves,1000.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
385,B,Bear and Strings,1000.0,1300.0,"['brute force', 'greedy', 'implementation', 'math', 'strings']",PROGRAMMING
459,A,Pashmak and Garden,500.0,1300.0,['implementation'],PROGRAMMING
234,C,Weather,,1300.0,"['dp', 'implementation']",PROGRAMMING
1104,B,Game with string,1000.0,1300.0,"['data structures', 'implementation', 'math']",PROGRAMMING
796,B,Find The Bone,750.0,1300.0,['implementation'],PROGRAMMING
792,B,Counting-out Rhyme,,1300.0,['implementation'],PROGRAMMING
787,B,Not Afraid,1000.0,1300.0,"['greedy', 'implementation']",PROGRAMMING
761,B,Dasha and friends,1000.0,1300.0,"['brute force', 'implementation', 'math']",PROGRAMMING
754,A,Lesha and array splitting,500.0,1300.0,"['constructive algorithms', 'greedy', 'implementation']",PROGRAMMING
920,B,Tea Queue,,1300.0,['implementation'],PROGRAMMING
750,B,New Year and North Pole,750.0,1300.0,"['geometry', 'implementation']",PROGRAMMING
926,A,2-3-numbers,,1300.0,"['implementation', 'math']",PROGRAMMING
